record_id,customer_id,region_id,group,segment,contact_date,converted,conversion_window_end_date,source_file
2026q2-conv-0036,2026q2-jeju-treatment-0036,jeju,treatment,domestic,2026-05-25,N,2026-06-01,pilot_conversion_2026q2.csv
2026q2-conv-0037,2026q2-jeju-treatment-0037,jeju,treatment,tourist,2026-05-30,N,2026-06-06,pilot_conversion_2026q2.csv
2026q2-conv-0038,2026q2-jeju-treatment-0038,jeju,treatment,tourist,2026-05-02,N,2026-05-09,pilot_conversion_2026q2.csv
2026q2-conv-0039,2026q2-jeju-treatment-0039,jeju,treatment,domestic,2026-06-04,Y,2026-06-11,pilot_conversion_2026q2.csv
2026q2-conv-0040,2026q2-jeju-treatment-0040,jeju,treatment,tourist,2026-05-09,Y,2026-05-16,pilot_conversion_2026q2.csv
2026q2-conv-0041,2026q2-jeju-treatment-0041,jeju,treatment,tourist,2026-05-31,N,2026-06-07,pilot_conversion_2026q2.csv
2026q2-conv-0042,2026q2-jeju-treatment-0042,jeju,treatment,tourist,2026-05-17,N,2026-05-24,pilot_conversion_2026q2.csv
2026q2-conv-0043,2026q2-jeju-treatment-0043,jeju,treatment,tourist,2026-06-13,N,2026-06-20,pilot_conversion_2026q2.csv
2026q2-conv-0044,2026q2-jeju-treatment-0044,jeju,treatment,domestic,2026-05-06,N,2026-05-13,pilot_conversion_2026q2.csv
2026q2-conv-0045,2026q2-jeju-treatment-0045,jeju,treatment,domestic,2026-05-10,N,2026-05-17,pilot_conversion_2026q2.csv
2026q2-conv-0046,2026q2-jeju-treatment-0046,jeju,treatment,domestic,2026-05-27,N,2026-06-03,pilot_conversion_2026q2.csv
2026q2-conv-0047,2026q2-jeju-treatment-0047,jeju,treatment,domestic,2026-05-28,N,2026-06-04,pilot_conversion_2026q2.csv
2026q2-conv-0048,2026q2-jeju-treatment-0048,jeju,treatment,tourist,2026-06-08,N,2026-06-15,pilot_conversion_2026q2.csv
2026q2-conv-0049,2026q2-jeju-treatment-0049,jeju,treatment,domestic,2026-05-29,Y,2026-06-05,pilot_conversion_2026q2.csv
2026q2-conv-0050,2026q2-jeju-treatment-0050,jeju,treatment,domestic,2026-05-31,N,2026-06-07,pilot_conversion_2026q2.csv
2026q2-conv-0051,2026q2-jeju-treatment-0051,jeju,treatment,domestic,2026-05-20,N,2026-05-27,pilot_conversion_2026q2.csv
2026q2-conv-0052,2026q2-jeju-treatment-0052,jeju,treatment,tourist,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0053,2026q2-jeju-treatment-0053,jeju,treatment,tourist,2026-05-05,N,2026-05-12,pilot_conversion_2026q2.csv
2026q2-conv-0054,2026q2-jeju-treatment-0054,jeju,treatment,tourist,2026-05-22,N,2026-05-29,pilot_conversion_2026q2.csv
2026q2-conv-0055,2026q2-jeju-treatment-0055,jeju,treatment,tourist,2026-05-04,N,2026-05-11,pilot_conversion_2026q2.csv
2026q2-conv-0056,2026q2-jeju-treatment-0056,jeju,treatment,tourist,2026-06-13,N,2026-06-20,pilot_conversion_2026q2.csv
2026q2-conv-0057,2026q2-jeju-treatment-0057,jeju,treatment,tourist,2026-05-14,N,2026-05-21,pilot_conversion_2026q2.csv
2026q2-conv-0058,2026q2-jeju-treatment-0058,jeju,treatment,domestic,2026-05-24,N,2026-05-31,pilot_conversion_2026q2.csv
2026q2-conv-0059,2026q2-jeju-treatment-0059,jeju,treatment,domestic,2026-06-12,N,2026-06-19,pilot_conversion_2026q2.csv
2026q2-conv-0060,2026q2-jeju-treatment-0060,jeju,treatment,tourist,2026-05-25,N,2026-06-01,pilot_conversion_2026q2.csv
2026q2-conv-0061,2026q2-jeju-treatment-0061,jeju,treatment,domestic,2026-06-04,Y,2026-06-11,pilot_conversion_2026q2.csv
2026q2-conv-0062,2026q2-jeju-treatment-0062,jeju,treatment,domestic,2026-05-24,N,2026-05-31,pilot_conversion_2026q2.csv
2026q2-conv-0063,2026q2-jeju-treatment-0063,jeju,treatment,tourist,2026-06-08,N,2026-06-15,pilot_conversion_2026q2.csv
2026q2-conv-0064,2026q2-jeju-treatment-0064,jeju,treatment,domestic,2026-05-15,Y,2026-05-22,pilot_conversion_2026q2.csv
2026q2-conv-0065,2026q2-jeju-treatment-0065,jeju,treatment,domestic,2026-05-05,N,2026-05-12,pilot_conversion_2026q2.csv
2026q2-conv-0066,2026q2-jeju-treatment-0066,jeju,treatment,domestic,2026-06-10,N,2026-06-17,pilot_conversion_2026q2.csv
2026q2-conv-0067,2026q2-jeju-treatment-0067,jeju,treatment,domestic,2026-05-15,N,2026-05-22,pilot_conversion_2026q2.csv
2026q2-conv-0068,2026q2-jeju-treatment-0068,jeju,treatment,tourist,2026-05-26,Y,2026-06-02,pilot_conversion_2026q2.csv
2026q2-conv-0069,2026q2-jeju-treatment-0069,jeju,treatment,tourist,2026-05-15,N,2026-05-22,pilot_conversion_2026q2.csv
2026q2-conv-0070,2026q2-jeju-treatment-0070,jeju,treatment,domestic,2026-05-09,N,2026-05-16,pilot_conversion_2026q2.csv
2026q2-conv-0071,2026q2-jeju-control-0071,jeju,control,tourist,2026-05-18,N,2026-05-25,pilot_conversion_2026q2.csv
2026q2-conv-0072,2026q2-jeju-control-0072,jeju,control,domestic,2026-06-01,N,2026-06-08,pilot_conversion_2026q2.csv
2026q2-conv-0073,2026q2-jeju-control-0073,jeju,control,domestic,2026-06-04,N,2026-06-11,pilot_conversion_2026q2.csv
2026q2-conv-0074,2026q2-jeju-control-0074,jeju,control,domestic,2026-06-15,N,2026-06-22,pilot_conversion_2026q2.csv
2026q2-conv-0075,2026q2-jeju-control-0075,jeju,control,domestic,2026-05-16,N,2026-05-23,pilot_conversion_2026q2.csv
2026q2-conv-0076,2026q2-jeju-control-0076,jeju,control,tourist,2026-06-01,N,2026-06-08,pilot_conversion_2026q2.csv
2026q2-conv-0077,2026q2-jeju-control-0077,jeju,control,domestic,2026-05-23,N,2026-05-30,pilot_conversion_2026q2.csv
2026q2-conv-0078,2026q2-jeju-control-0078,jeju,control,domestic,2026-05-27,N,2026-06-03,pilot_conversion_2026q2.csv
2026q2-conv-0079,2026q2-jeju-control-0079,jeju,control,tourist,2026-05-11,N,2026-05-18,pilot_conversion_2026q2.csv
2026q2-conv-0080,2026q2-jeju-control-0080,jeju,control,tourist,2026-05-13,N,2026-05-20,pilot_conversion_2026q2.csv
2026q2-conv-0081,2026q2-jeju-control-0081,jeju,control,domestic,2026-06-15,N,2026-06-22,pilot_conversion_2026q2.csv
2026q2-conv-0082,2026q2-jeju-control-0082,jeju,control,tourist,2026-05-12,N,2026-05-19,pilot_conversion_2026q2.csv
2026q2-conv-0083,2026q2-jeju-control-0083,jeju,control,tourist,2026-05-23,Y,2026-05-30,pilot_conversion_2026q2.csv
2026q2-conv-0084,2026q2-jeju-control-0084,jeju,control,tourist,2026-06-09,N,2026-06-16,pilot_conversion_2026q2.csv
2026q2-conv-0085,2026q2-jeju-control-0085,jeju,control,domestic,2026-05-07,N,2026-05-14,pilot_conversion_2026q2.csv
2026q2-conv-0086,2026q2-jeju-control-0086,jeju,control,tourist,2026-05-22,N,2026-05-29,pilot_conversion_2026q2.csv
2026q2-conv-0087,2026q2-jeju-control-0087,jeju,control,tourist,2026-05-15,N,2026-05-22,pilot_conversion_2026q2.csv
2026q2-conv-0088,2026q2-jeju-control-0088,jeju,control,domestic,2026-06-01,N,2026-06-08,pilot_conversion_2026q2.csv
2026q2-conv-0089,2026q2-jeju-control-0089,jeju,control,tourist,2026-06-07,N,2026-06-14,pilot_conversion_2026q2.csv
2026q2-conv-0090,2026q2-jeju-control-0090,jeju,control,domestic,2026-06-07,N,2026-06-14,pilot_conversion_2026q2.csv
2026q2-conv-0091,2026q2-jeju-control-0091,jeju,control,domestic,2026-06-01,N,2026-06-08,pilot_conversion_2026q2.csv
2026q2-conv-0092,2026q2-jeju-control-0092,jeju,control,tourist,2026-05-23,N,2026-05-30,pilot_conversion_2026q2.csv
2026q2-conv-0093,2026q2-jeju-control-0093,jeju,control,domestic,2026-05-29,Y,2026-06-05,pilot_conversion_2026q2.csv
2026q2-conv-0094,2026q2-jeju-control-0094,jeju,control,domestic,2026-05-26,N,2026-06-02,pilot_conversion_2026q2.csv
2026q2-conv-0095,2026q2-jeju-control-0095,jeju,control,tourist,2026-05-28,N,2026-06-04,pilot_conversion_2026q2.csv
2026q2-conv-0096,2026q2-jeju-control-0096,jeju,control,domestic,2026-05-03,N,2026-05-10,pilot_conversion_2026q2.csv
2026q2-conv-0097,2026q2-jeju-control-0097,jeju,control,tourist,2026-06-08,N,2026-06-15,pilot_conversion_2026q2.csv
2026q2-conv-0098,2026q2-jeju-control-0098,jeju,control,domestic,2026-05-29,N,2026-06-05,pilot_conversion_2026q2.csv
2026q2-conv-0099,2026q2-jeju-control-0099,jeju,control,tourist,2026-05-09,N,2026-05-16,pilot_conversion_2026q2.csv
2026q2-conv-0100,2026q2-jeju-control-0100,jeju,control,domestic,2026-06-05,N,2026-06-12,pilot_conversion_2026q2.csv
2026q2-conv-0101,2026q2-jeju-control-0101,jeju,control,domestic,2026-05-14,N,2026-05-21,pilot_conversion_2026q2.csv
2026q2-conv-0102,2026q2-jeju-control-0102,jeju,control,tourist,2026-05-13,N,2026-05-20,pilot_conversion_2026q2.csv
2026q2-conv-0103,2026q2-jeju-control-0103,jeju,control,tourist,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0104,2026q2-jeju-control-0104,jeju,control,tourist,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0105,2026q2-jeju-control-0105,jeju,control,domestic,2026-05-03,N,2026-05-10,pilot_conversion_2026q2.csv
2026q2-conv-0106,2026q2-jeju-control-0106,jeju,control,tourist,2026-05-08,N,2026-05-15,pilot_conversion_2026q2.csv
2026q2-conv-0107,2026q2-jeju-control-0107,jeju,control,domestic,2026-05-29,N,2026-06-05,pilot_conversion_2026q2.csv
2026q2-conv-0108,2026q2-jeju-control-0108,jeju,control,tourist,2026-05-27,N,2026-06-03,pilot_conversion_2026q2.csv
2026q2-conv-0109,2026q2-jeju-control-0109,jeju,control,domestic,2026-05-25,N,2026-06-01,pilot_conversion_2026q2.csv
2026q2-conv-0110,2026q2-jeju-control-0110,jeju,control,domestic,2026-05-08,N,2026-05-15,pilot_conversion_2026q2.csv
2026q2-conv-0111,2026q2-jeju-control-0111,jeju,control,domestic,2026-05-09,N,2026-05-16,pilot_conversion_2026q2.csv
2026q2-conv-0112,2026q2-jeju-control-0112,jeju,control,tourist,2026-05-17,N,2026-05-24,pilot_conversion_2026q2.csv
2026q2-conv-0113,2026q2-jeju-control-0113,jeju,control,domestic,2026-06-07,N,2026-06-14,pilot_conversion_2026q2.csv
2026q2-conv-0114,2026q2-jeju-control-0114,jeju,control,domestic,2026-06-06,N,2026-06-13,pilot_conversion_2026q2.csv
2026q2-conv-0115,2026q2-jeju-control-0115,jeju,control,domestic,2026-05-18,N,2026-05-25,pilot_conversion_2026q2.csv
2026q2-conv-0116,2026q2-jeju-control-0116,jeju,control,domestic,2026-05-22,N,2026-05-29,pilot_conversion_2026q2.csv
2026q2-conv-0117,2026q2-jeju-control-0117,jeju,control,tourist,2026-05-20,N,2026-05-27,pilot_conversion_2026q2.csv
2026q2-conv-0118,2026q2-jeju-control-0118,jeju,control,tourist,2026-06-12,N,2026-06-19,pilot_conversion_2026q2.csv
2026q2-conv-0119,2026q2-jeju-control-0119,jeju,control,domestic,2026-05-24,N,2026-05-31,pilot_conversion_2026q2.csv
2026q2-conv-0120,2026q2-jeju-control-0120,jeju,control,domestic,2026-05-03,N,2026-05-10,pilot_conversion_2026q2.csv
2026q2-conv-0121,2026q2-jeju-control-0121,jeju,control,domestic,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0122,2026q2-jeju-control-0122,jeju,control,tourist,2026-05-03,N,2026-05-10,pilot_conversion_2026q2.csv
2026q2-conv-0123,2026q2-jeju-control-0123,jeju,control,domestic,2026-06-02,N,2026-06-09,pilot_conversion_2026q2.csv
2026q2-conv-0124,2026q2-jeju-control-0124,jeju,control,domestic,2026-06-07,N,2026-06-14,pilot_conversion_2026q2.csv
2026q2-conv-0125,2026q2-jeju-control-0125,jeju,control,tourist,2026-06-14,Y,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0126,2026q2-jeju-control-0126,jeju,control,tourist,2026-06-10,N,2026-06-17,pilot_conversion_2026q2.csv
2026q2-conv-0127,2026q2-jeju-control-0127,jeju,control,domestic,2026-05-23,N,2026-05-30,pilot_conversion_2026q2.csv
2026q2-conv-0128,2026q2-jeju-control-0128,jeju,control,tourist,2026-05-22,N,2026-05-29,pilot_conversion_2026q2.csv
2026q2-conv-0129,2026q2-jeju-control-0129,jeju,control,tourist,2026-06-15,N,2026-06-22,pilot_conversion_2026q2.csv
2026q2-conv-0130,2026q2-jeju-control-0130,jeju,control,domestic,2026-06-10,N,2026-06-17,pilot_conversion_2026q2.csv
2026q2-conv-0131,2026q2-jeju-control-0131,jeju,control,tourist,2026-05-13,Y,2026-05-20,pilot_conversion_2026q2.csv
2026q2-conv-0132,2026q2-jeju-control-0132,jeju,control,tourist,2026-05-01,N,2026-05-08,pilot_conversion_2026q2.csv
2026q2-conv-0133,2026q2-jeju-control-0133,jeju,control,tourist,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0134,2026q2-jeju-control-0134,jeju,control,tourist,2026-05-16,N,2026-05-23,pilot_conversion_2026q2.csv
2026q2-conv-0135,2026q2-jeju-control-0135,jeju,control,domestic,2026-05-22,N,2026-05-29,pilot_conversion_2026q2.csv
2026q2-conv-0136,2026q2-jeju-control-0136,jeju,control,domestic,2026-06-09,N,2026-06-16,pilot_conversion_2026q2.csv
2026q2-conv-0137,2026q2-jeju-control-0137,jeju,control,tourist,2026-05-01,N,2026-05-08,pilot_conversion_2026q2.csv
2026q2-conv-0138,2026q2-jeju-control-0138,jeju,control,domestic,2026-05-19,N,2026-05-26,pilot_conversion_2026q2.csv
2026q2-conv-0139,2026q2-jeju-control-0139,jeju,control,domestic,2026-06-11,N,2026-06-18,pilot_conversion_2026q2.csv
2026q2-conv-0140,2026q2-jeju-control-0140,jeju,control,tourist,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0141,2026q2-seoul-treatment-0141,seoul,treatment,tourist,2026-05-15,N,2026-05-22,pilot_conversion_2026q2.csv
2026q2-conv-0142,2026q2-seoul-treatment-0142,seoul,treatment,domestic,2026-05-04,N,2026-05-11,pilot_conversion_2026q2.csv
2026q2-conv-0143,2026q2-seoul-treatment-0143,seoul,treatment,domestic,2026-05-16,N,2026-05-23,pilot_conversion_2026q2.csv
2026q2-conv-0144,2026q2-seoul-treatment-0144,seoul,treatment,domestic,2026-05-25,N,2026-06-01,pilot_conversion_2026q2.csv
2026q2-conv-0145,2026q2-seoul-treatment-0145,seoul,treatment,domestic,2026-05-30,N,2026-06-06,pilot_conversion_2026q2.csv
2026q2-conv-0146,2026q2-seoul-treatment-0146,seoul,treatment,domestic,2026-06-10,Y,2026-06-17,pilot_conversion_2026q2.csv
2026q2-conv-0147,2026q2-seoul-treatment-0147,seoul,treatment,tourist,2026-05-14,N,2026-05-21,pilot_conversion_2026q2.csv
2026q2-conv-0148,2026q2-seoul-treatment-0148,seoul,treatment,tourist,2026-06-10,N,2026-06-17,pilot_conversion_2026q2.csv
2026q2-conv-0149,2026q2-seoul-treatment-0149,seoul,treatment,domestic,2026-05-18,N,2026-05-25,pilot_conversion_2026q2.csv
2026q2-conv-0150,2026q2-seoul-treatment-0150,seoul,treatment,domestic,2026-05-24,N,2026-05-31,pilot_conversion_2026q2.csv
2026q2-conv-0151,2026q2-seoul-treatment-0151,seoul,treatment,domestic,2026-05-24,N,2026-05-31,pilot_conversion_2026q2.csv
2026q2-conv-0152,2026q2-seoul-treatment-0152,seoul,treatment,domestic,2026-05-27,Y,2026-06-03,pilot_conversion_2026q2.csv
2026q2-conv-0153,2026q2-seoul-treatment-0153,seoul,treatment,tourist,2026-06-12,N,2026-06-19,pilot_conversion_2026q2.csv
2026q2-conv-0154,2026q2-seoul-treatment-0154,seoul,treatment,domestic,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0155,2026q2-seoul-treatment-0155,seoul,treatment,domestic,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0156,2026q2-seoul-treatment-0156,seoul,treatment,domestic,2026-06-13,Y,2026-06-20,pilot_conversion_2026q2.csv
2026q2-conv-0157,2026q2-seoul-treatment-0157,seoul,treatment,domestic,2026-06-09,Y,2026-06-16,pilot_conversion_2026q2.csv
2026q2-conv-0158,2026q2-seoul-treatment-0158,seoul,treatment,tourist,2026-05-05,N,2026-05-12,pilot_conversion_2026q2.csv
2026q2-conv-0159,2026q2-seoul-treatment-0159,seoul,treatment,domestic,2026-05-31,N,2026-06-07,pilot_conversion_2026q2.csv
2026q2-conv-0160,2026q2-seoul-treatment-0160,seoul,treatment,domestic,2026-05-13,Y,2026-05-20,pilot_conversion_2026q2.csv
2026q2-conv-0161,2026q2-seoul-treatment-0161,seoul,treatment,domestic,2026-05-07,N,2026-05-14,pilot_conversion_2026q2.csv
2026q2-conv-0162,2026q2-seoul-treatment-0162,seoul,treatment,tourist,2026-05-28,N,2026-06-04,pilot_conversion_2026q2.csv
2026q2-conv-0163,2026q2-seoul-treatment-0163,seoul,treatment,domestic,2026-05-21,N,2026-05-28,pilot_conversion_2026q2.csv
2026q2-conv-0164,2026q2-seoul-treatment-0164,seoul,treatment,domestic,2026-06-15,N,2026-06-22,pilot_conversion_2026q2.csv
2026q2-conv-0165,2026q2-seoul-treatment-0165,seoul,treatment,domestic,2026-05-15,Y,2026-05-22,pilot_conversion_2026q2.csv
2026q2-conv-0166,2026q2-seoul-treatment-0166,seoul,treatment,domestic,2026-05-22,Y,2026-05-29,pilot_conversion_2026q2.csv
2026q2-conv-0167,2026q2-seoul-treatment-0167,seoul,treatment,domestic,2026-06-04,N,2026-06-11,pilot_conversion_2026q2.csv
2026q2-conv-0168,2026q2-seoul-treatment-0168,seoul,treatment,domestic,2026-05-23,N,2026-05-30,pilot_conversion_2026q2.csv
2026q2-conv-0169,2026q2-seoul-treatment-0169,seoul,treatment,domestic,2026-05-14,N,2026-05-21,pilot_conversion_2026q2.csv
2026q2-conv-0170,2026q2-seoul-treatment-0170,seoul,treatment,domestic,2026-05-27,N,2026-06-03,pilot_conversion_2026q2.csv
2026q2-conv-0171,2026q2-seoul-treatment-0171,seoul,treatment,domestic,2026-05-06,Y,2026-05-13,pilot_conversion_2026q2.csv
2026q2-conv-0172,2026q2-seoul-treatment-0172,seoul,treatment,domestic,2026-05-05,N,2026-05-12,pilot_conversion_2026q2.csv
2026q2-conv-0173,2026q2-seoul-treatment-0173,seoul,treatment,domestic,2026-05-21,N,2026-05-28,pilot_conversion_2026q2.csv
2026q2-conv-0174,2026q2-seoul-treatment-0174,seoul,treatment,domestic,2026-05-13,N,2026-05-20,pilot_conversion_2026q2.csv
2026q2-conv-0175,2026q2-seoul-treatment-0175,seoul,treatment,domestic,2026-06-07,N,2026-06-14,pilot_conversion_2026q2.csv
2026q2-conv-0176,2026q2-seoul-treatment-0176,seoul,treatment,domestic,2026-06-15,Y,2026-06-22,pilot_conversion_2026q2.csv
2026q2-conv-0177,2026q2-seoul-treatment-0177,seoul,treatment,tourist,2026-05-03,Y,2026-05-10,pilot_conversion_2026q2.csv
2026q2-conv-0178,2026q2-seoul-treatment-0178,seoul,treatment,domestic,2026-05-30,N,2026-06-06,pilot_conversion_2026q2.csv
2026q2-conv-0179,2026q2-seoul-treatment-0179,seoul,treatment,domestic,2026-05-31,N,2026-06-07,pilot_conversion_2026q2.csv
2026q2-conv-0180,2026q2-seoul-treatment-0180,seoul,treatment,domestic,2026-05-15,N,2026-05-22,pilot_conversion_2026q2.csv
2026q2-conv-0181,2026q2-seoul-treatment-0181,seoul,treatment,domestic,2026-05-26,N,2026-06-02,pilot_conversion_2026q2.csv
2026q2-conv-0182,2026q2-seoul-treatment-0182,seoul,treatment,domestic,2026-05-19,N,2026-05-26,pilot_conversion_2026q2.csv
2026q2-conv-0183,2026q2-seoul-treatment-0183,seoul,treatment,tourist,2026-05-02,N,2026-05-09,pilot_conversion_2026q2.csv
2026q2-conv-0184,2026q2-seoul-treatment-0184,seoul,treatment,domestic,2026-05-12,N,2026-05-19,pilot_conversion_2026q2.csv
2026q2-conv-0185,2026q2-seoul-treatment-0185,seoul,treatment,domestic,2026-05-26,Y,2026-06-02,pilot_conversion_2026q2.csv
2026q2-conv-0186,2026q2-seoul-treatment-0186,seoul,treatment,domestic,2026-06-08,N,2026-06-15,pilot_conversion_2026q2.csv
2026q2-conv-0187,2026q2-seoul-treatment-0187,seoul,treatment,domestic,2026-05-18,N,2026-05-25,pilot_conversion_2026q2.csv
2026q2-conv-0188,2026q2-seoul-treatment-0188,seoul,treatment,tourist,2026-05-05,N,2026-05-12,pilot_conversion_2026q2.csv
2026q2-conv-0189,2026q2-seoul-treatment-0189,seoul,treatment,domestic,2026-05-19,N,2026-05-26,pilot_conversion_2026q2.csv
2026q2-conv-0190,2026q2-seoul-treatment-0190,seoul,treatment,domestic,2026-05-06,N,2026-05-13,pilot_conversion_2026q2.csv
2026q2-conv-0191,2026q2-seoul-treatment-0191,seoul,treatment,domestic,2026-06-11,N,2026-06-18,pilot_conversion_2026q2.csv
2026q2-conv-0192,2026q2-seoul-treatment-0192,seoul,treatment,domestic,2026-06-07,N,2026-06-14,pilot_conversion_2026q2.csv
2026q2-conv-0193,2026q2-seoul-treatment-0193,seoul,treatment,domestic,2026-06-14,N,2026-06-21,pilot_conversion_2026q2.csv
2026q2-conv-0194,2026q2-seoul-treatment-0194,seoul,treatment,domestic,2026-05-10,N,2026-05-17,pilot_conversion_2026q2.csv
2026q2-conv-0195,2026q2-seoul-treatment-0195,seoul,treatment,domestic,2026-06-01,N,2026-06-08,pilot_conversion_2026q2.csv
2026q2-conv-0196,2026q2-seoul-treatment-0196,seoul,treatment,domestic,2026-05-13,N,2026-05-20,pilot_conversion_2026q2.csv
2026q2-conv-0197,2026q2-seoul-treatment-0197,seoul,treatment,tourist,2026-05-11,N,2026-05-18,pilot_conversion_2026q2.csv
2026q2-conv-0198,2026q2-seoul-treatment-0198,seoul,treatment,domestic,2026-05-26,Y,2026-06-02,pilot_conversion_2026q2.csv
2026q2-conv-0199,2026q2-seoul-treatment-0199,seoul,treatment,domestic,2026-06-05,N,2026-06-12,pilot_conversion_2026q2.csv
